File	@xml:id	type	orth
xdge3	ἀσπιδηφόρος	adj	ἀσπιδηφόρος
xdge3	ἀσπίδιον	subst	ἀσπίδιον
xdge3	ἀσπιδισκάριον	subst	ἀσπιδισκάριον
xdge3	ἀσπιδίσκη	subst	ἀσπιδίσκη
xdge3	ἀσπιδίσκιον	subst	ἀσπιδίσκιον
xdge3	ἀσπιδίσκος	subst	ἀσπιδίσκος
xdge3	ἀσπῐδίτης	adj	ἀσπῐδίτης
xdge3	ἀσπῐδιώτης	subst	ἀσπῐδιώτης
xdge3	ἀσπιδογοργών	subst	ἀσπιδογοργών
xdge3	ἀσπιδόδηκτος	adj	ἀσπιδόδηκτος
xdge3	ἀσπῐδόδουπος	adj	ἀσπῐδόδουπος
xdge3	ἀσπιδοειδής	adj	ἀσπιδοειδής
xdge3	ἀσπῐδόεις	adj	ἀσπῐδόεις
xdge3	ἀσπιδοθήρας	subst	ἀσπιδοθήρας
xdge3	ἀσπιδοθρέμμων	adj	ἀσπιδοθρέμμων
xdge3	ἀσπιδοπηγεῖον	subst	ἀσπιδοπηγεῖον
xdge3	ἀσπιδοπηγός	subst	ἀσπιδοπηγός
xdge3	ἀσπιδοποιΐα	subst	ἀσπιδοποιΐα
xdge3	ἀσπιδοποιός	subst	ἀσπιδοποιός
xdge3	ἀσπιδότροφος	adj	ἀσπιδότροφος
xdge3	ἀσπῐδοῦχος	adj	ἀσπῐδοῦχος
xdge3	ἀσπῐδοφεγγής	adj	ἀ]σπῐδοφεγγής
xdge3	ἀσπῐδοφέρμων	adj	ἀσπῐδοφέρμων
xdge3	ἀσπιδοφορέω	v	ἀσπιδοφορέω
xdge3	ἀσπιδοφορικός	adj	ἀσπιδοφορικός
xdge3	ἀσπιδοφόρος	adj	ἀσπιδοφόρος
xdge3	ἀσπιδοχελώνη	subst	ἀσπιδοχελώνη
xdge3	ἀσπίζω	v	ἀσπίζω
xdge3	Ἀσπίθρα	NP	Ἀσπίθρα
xdge3	Ἀσπίθρας	NP	Ἀσπίθρας
xdge3	ἄσπιλος-ου-ὁ	subst	ἄσπιλος
xdge3	ἄσπιλος-ον	adj	ἄσπιλος
xdge3	ἀσπίλωτος	adj	ἀσπίλωτος
xdge3	ἀσπίνθιον	xr	ἀσπίνθιον
xdge3	ἀσπιόδηκτος	adj	ἀσπιόδηκτος
xdge3	ἀσπίς	subst	ἀσπίς
xdge3	Ἀσπίς	NP	Ἀσπίς
xdge3	Ἀσπίσας	NP	Ἀσπίσας
xdge3	ἀσπισᾶτις	subst	ἀσπισᾶτις
xdge3	Ἀσπίσιοι	NP	Ἀσπίσιοι
xdge3	ἀσπιστήρ	subst	ἀσπιστήρ
xdge3	ἀσπιστής	subst	ἀσπιστής
xdge3	ἀσπιστικός	adj	ἀσπιστικός
xdge3	ἀσπίστωρ	adj	ἀσπίστωρ
xdge3	Ἀσπίωνος	NP	Ἀσπίωνος
xdge3	ἀσπλαγχνέω	v	ἀσπλαγχνέω
xdge3	ἀσπλαγχνία	subst	ἀσπλαγχνία
xdge3	ἄσπλαγχνος	adj	ἄσπλαγχνος
xdge3	Ἀσπληδόνιος	NP	Ἀσπληδόνιος
xdge3	Ἀσπληδών	NP	Ἀσπληδών
xdge3	ἀσπληνίς	subst	ἀσπληνίς
xdge3	ἄσπληνος-ου-ὁ	subst	ἄσπληνος
xdge3	ἄσπληνος-ον	adj	ἄσπληνος
xdge3	ἀσπόλην	·	†ἀσπόλην·
xdge3	ἀσπονδεί	adv	ἀσπονδεί
xdge3	ἀσπονδέω	v	ἀσπονδέω
xdge3	ἀσπονδία	subst	ἀσπονδία
xdge3	ἄσπονδος	adj	ἄσπονδος
xdge3	Ἀσπόρδηνον	NP	Ἀσπόρδηνον
xdge3	ἀσπορέω	v	ἀσπορέω
xdge3	Ἀσπορηνή	NP	Ἀσπορηνή
xdge3	Ἀσπόρηνον	xr	Ἀσπόρηνον
xdge3	ἀσπορία	subst	ἀσπορία
xdge3	ἄσπορος	adj	ἄσπορος
xdge3	ἀσπούδαστος	adj	ἀσπούδαστος
xdge3	ἀσπουδεί	adv	ἀσπουδεί
xdge3	ἄσπουδος	adj	ἄσπουδος
xdge3	Ἀσπούκκα	NP	Ἀσπούκκα
xdge3	Ἀσπουργιανοί	NP	Ἀσπουργιανοί
xdge3	ἀσπρατούρα	subst	ἀσπρατούρα
xdge3	Ἀσπρήνας	NP	Ἀσπρήνας
xdge3	ἄσπρις	subst	ἄσπρις
xdge3	ἀσπροειδής	adj	ἀσπροειδής
xdge3	ἀσπροπωλίσα	subst	ἀσπροπωλίσα
xdge3	ἀσπρός	adj	ἀσπρός
xdge3	ἄσπρος	adj	ἄσπρος
xdge3	ἀσπρόσαρκος	adj	ἀσπρόσαρκος
xdge3	ἀσπρότης	subst	ἀσπρότης
xdge3	Ἀσπροῦδις	NP	Ἀσπροῦδις
xdge3	ἀσπρόχρους	adj	ἀσπρόχρους
xdge3	ἄσσα	xr	ἄσσα
xdge3	ἄσσα	2	ἅσσα
xdge3	Ἄσσα	NP	Ἄσσα
xdge3	Ἀσσαγέτης	NP	Ἀσσαγέτης
xdge3	Ἀσσάκανος	NP	Ἀσσάκανος
xdge3	Ἀσσακηνοί	NP	Ἀσσακηνοί
xdge3	Ἀσσακίη	NP	Ἀσσακίη
xdge3	ἀσσάλιος	subst	ἀσσάλιος
xdge3	Ἀσσαράθ	NP	Ἀσσαράθ
xdge3	Ἀσσάρᾰκος	NP	Ἀσσάρᾰκος
xdge3	ἀσσαριαῖος	adj	ἀσσαριαῖος
xdge3	ἀσσάριον	subst	ἀσσάριον
xdge3	ἀσσαρῶν	subst	ἀσσαρῶν
xdge3	Ἀσσάων	NP	Ἀσσάων
xdge3	ἀσσεδάριος	xr	ἀσσεδάριος
xdge3	Ἀσσεσία	NP	Ἀσσεσία
xdge3	Ἄσσηρα	NP	Ἄσσηρα
xdge3	Ἄσσηρος	NP	Ἄσσηρος
xdge3	Ἀσσησία	NP	Ἀσσησία
xdge3	Ἀσσησός	NP	Ἀσσησός
xdge3	ἀσσιδάριος	xr	ἀσσιδάριος
xdge3	Ἀσσίναρος	xr	Ἀσσίναρος
xdge3	ἄσσιος	·	ἄσσιος·
xdge3	Ἄσσιος	NP	Ἄσσιος
xdge3	Ἄσσις	NP	Ἄσσις
xdge3	ἄσσιστα	adv	ἄσσιστα
xdge3	Ἀσσκλαπιός	xr	Ἀσσκλαπιός
xdge3	ἀσσκονικτεί	xr	ἀσσκονικτεί
xdge3	ἀσσόκουρος	adj	ἀσσόκουρος
xdge3	ἆσσον	adv	ἆσσον
xdge3	Ἄσσος	NP	Ἄσσος
xdge3	ἀσσότατος	adj	ἀσσότατος
xdge3	ἀσσότερος	adj	ἀσσότερος
xdge3	Ἀσσούρας	NP	Ἀσσούρας
xdge3	Ἄσσουρος	NP	Ἄσσουρος
xdge3	Ἄσσυρες	NP	Ἄσσυρες
xdge3	Ἀσσῠρία	NP	Ἀσσῠρία
xdge3	Ἀσσυρίηθεν	NP	Ἀσσυρίηθεν
xdge3	Ἀσσύριος	NP	Ἀσσύριος
xdge3	Ἀσσυρίς	NP	Ἀσσυρίς
xdge3	Ἀσσυρῖτις	NP	Ἀσσυρῖτις
xdge3	ἀσσύτερος	xr	ἀσσύτερος
xdge3	ᾄσσω	v	ᾄσσω
xdge3	Ἀσσώ	NP	Ἀσσώ
xdge3	Ἀσσωρῖνοι	NP	Ἀσσωρῖνοι
xdge3	Ἀσσωρόν	NP	Ἀσσωρόν
xdge3	Ἄσσωρος	NP	Ἄσσωρος
xdge3	Ἄστα	NP	Ἄστα
xdge3	Ἀσταβάροι	NP	Ἀσταβάροι
xdge3	Ἀσταβηνοί	NP	Ἀσταβηνοί
xdge3	Ἀσταβόρας	NP	Ἀσταβόρας
xdge3	ἀσταγάνα	·	ἀσταγάνα·
xdge3	ἀστᾰγής	adj	ἀστᾰγής
xdge3	ἀστάθεια	subst	ἀστάθεια
xdge3	ἀστᾰθέω	v	ἀστᾰθέω
xdge3	ἀστᾰθής	adj	ἀστᾰθής
xdge3	ἀστάθμευτος	adj	ἀστάθμευτος
xdge3	ἀστάθμητος	adj	ἀστάθμητος
xdge3	ἄσταθμος	adj	ἄσταθμος
xdge3	Ἀσταί	NP	Ἀσταί
xdge3	ἀσταινεῖ	v	†ἀσταινεῖ·
xdge3	Ἀστακάνα	NP	Ἀστακάνα
xdge3	Ἀστακάπρα	NP	Ἀστακάπρα
xdge3	Ἀστάκειος	NP	Ἀστάκειος
xdge3	Ἀστακηνός	NP	Ἀστακηνός
xdge3	Ἀστᾰκίδης	NP	Ἀστᾰκίδης
xdge3	Ἀστακιλίς	NP	Ἀστακιλίς
xdge3	Ἀστάκιος	NP	Ἀστάκιος
xdge3	Ἀστᾰκίς	NP	Ἀστᾰκίς
xdge3	ἀστᾰκός	subst	ἀστᾰκός
xdge3	Ἀστᾰκός	NP	Ἀστᾰκός
xdge3	Ἀστάκουρες	NP	Ἀστάκουρες
xdge3	ἀστακτί	adv	ἀστακτί
xdge3	ἄστακτος	adj	ἄστακτος
xdge3	ἀστάλακτος	adj	ἀστάλακτος
xdge3	ἀστάλη	subst	ἀστάλη
xdge3	Ἀστάλη	NP	Ἀστάλη
xdge3	ἀσταλής	·	ἀσταλής·
xdge3	ἀσταλύζω	v	ἀσταλύζω
xdge3	ἀστάνδης	subst	ἀστάνδης
xdge3	Ἀσταπά	NP	Ἀσταπά
xdge3	Ἀσταπαῖοι	NP	Ἀσταπαῖοι
xdge3	Ἀσταπηνοί	NP	Ἀσταπηνοί
xdge3	Ἀστάπους	NP	Ἀστάπους
xdge3	Ἀστάρτειος	NP	Ἀστάρτειος
xdge3	Ἀστάρτη	NP	Ἀστάρτη
xdge3	ἀστάς	xr	ἀστάς
xdge3	ἀστᾰσία	subst	ἀστᾰσία
xdge3	ἀστασίαστος	adj	ἀστασίαστος
xdge3	Ἀστασόβας	NP	Ἀστασόβας
xdge3	Ἀστάσπης	NP	Ἀστάσπης
xdge3	ἀσταταίνω	v	ἀσταταίνω
xdge3	ἀστᾰτέω	v	ἀστᾰτέω
xdge3	ἀστᾰτί	adv	ἀστᾰτί
xdge3	ἀστᾶτος	subst	ἀστᾶτος
xdge3	ἄστᾰτος	adj	ἄστᾰτος
xdge3	Ἀσταύδα	NP	Ἀσταύδα
xdge3	Ἀσταυηνή	NP	Ἀσταυηνή
xdge3	Ἀσταυνῖτις	NP	Ἀσταυνῖτις
xdge3	ἀστᾰφῐδῖτις	adj	ἀστᾰφῐδῖτις
xdge3	ἀστᾰφίς	subst	ἀστᾰφίς
xdge3	Ἀστᾰφίς	NP	Ἀστᾰφίς
xdge3	Ἄσταφος	NP	Ἄσταφος
xdge3	ἀσταφυλῖνος	xr	ἀσταφυλῖνος
xdge3	ἀστάφυλος	adj	ἀστάφυλος
xdge3	ἀσταχυολογέω	v	ἀσταχυολογέω
xdge3	ἄσταχυς	xr	ἄσταχυς
xdge3	Ἀστέας	NP	Ἀστέας
xdge3	ἀστέγαστος	adj	ἀστέγαστος
xdge3	ἀστεγής	xr	ἀστεγής
xdge3	ἄστεγος	adj	ἄστεγος
xdge3	ἀστείευμα	subst	ἀστείευμα
xdge3	ἀστειεύομαι	v	ἀστειεύομαι
xdge3	ἀστεΐζω	v	ἀστεΐζω
xdge3	ἀστειολογία	subst	ἀστειολογία
xdge3	ἀστειολόγος	adj	ἀστειολόγος
xdge3	ἀστειομελής	adj	ἀστειομελής
xdge3	ἀστειορρημονέω	v	ἀστειορρημονέω
xdge3	ἀστεῖος	adj	ἀστεῖος
xdge3	Ἀστεῖος	NP	Ἀστεῖος
xdge3	ἀστειοσύνη	subst	ἀστειοσύνη
xdge3	ἀστειότης	subst	ἀστειότης
xdge3	ἄστειπτος	xr	ἄστειπτος
xdge3	ἀστέϊσμα	subst	ἀστέϊσμα
xdge3	ἀστεϊσμός	subst	ἀστεϊσμός
xdge3	ἄστεκτος	adj	ἄστεκτος
xdge3	Ἀστελεβαῖοι	NP	Ἀστελεβαῖοι
xdge3	Ἀστελέβη	NP	Ἀστελέβη
xdge3	ἀστέλεφος	subst	ἀστέλεφος
xdge3	Ἀστέλεφος	NP	Ἀστέλεφος
xdge3	ἀστελέχης	adj	ἀστελέχης
xdge3	ἀστέλεχος	·	ἀστέλεχος·
xdge3	ἀστελοφοῦν	·	ἀστελοφοῦν·
xdge3	ἀστέμβακτος	adj	ἀστέμβακτος
xdge3	ἀστεμβής	·	ἀστεμβής·
xdge3	ἀστεμφής	adj	ἀστεμφής
xdge3	ἀστενακτί	adv	ἀστενακτί
xdge3	ἀστένακτος	adj	ἀστένακτος
xdge3	ἀστενοχώρητος	adj	ἀστενοχώρητος
xdge3	ᾀστέον	adj	ᾀστέον
xdge3	ἀστεοπρόσωπος	adj	ἀστεοπρόσωπος
xdge3	ἄστεπτος	adj	ἄστεπτος
xdge3	ἀστέραρχος	adj	ἀστέραρχος
xdge3	ἀστεργάνωρ	adj	ἀστεργάνωρ
xdge3	ἀστεργής	adj	ἀστεργής
xdge3	Ἀστερία	NP	Ἀστερία
xdge3	ἀστεριαῖος	adj	ἀστεριαῖος
xdge3	ἀστερίας	subst	ἀστερίας
xdge3	ἀστερίδιος	adj	ἀστερίδιος
xdge3	ἀστερίζω	v	ἀστερίζω
xdge3	ἀστερικός	adj	ἀστερικός
xdge3	Ἀστέριοι	NP	Ἀστέριοι
xdge3	ἀστέριον	subst	ἀστέριον
xdge3	Ἀστέριον	NP	Ἀστέριον
xdge3	ἀστέριος	adj	ἀστέριος
xdge3	Ἀστέριος	NP	Ἀστέριος
xdge3	Ἀστερίς	NP	Ἀστερίς
xdge3	ἀστερίσκιον	subst	ἀστερίσκιον
xdge3	ἀστερίσκος	subst	ἀστερίσκος
xdge3	ἀστερισμός	subst	ἀστερισμός
xdge3	ἀστερίτης	subst	ἀστερίτης
xdge3	Ἀστερίων	NP	Ἀστερίων
xdge3	Ἀστεριώτης	NP	Ἀστεριώτης
xdge3	ἀστεροβλής	adj	ἀστεροβλής
xdge3	Ἀστεροδία	NP	Ἀστεροδία
xdge3	ἀστεροδίνητος	adj	ἀστεροδίνητος
xdge3	ἀστεροειδής	adj	ἀστεροειδής
xdge3	ἀστερόεις	adj	ἀστερόεις
xdge3	ἀστερόθεν	adv	ἀστερόθεν
xdge3	ἀστερομάντις	subst	ἀστερομάντις
xdge3	ἀστερομαρμᾰροφεγγής	adj	ἀστερομαρμᾰροφεγγής
xdge3	ἀστερόνωτος	adj	ἀστερόνωτος
xdge3	ἀστεροόμμᾰτος	adj	ἀστεροόμμᾰτος
xdge3	ἀστεροπᾱγερέτας	adj	ἀστεροπᾱγερέτας
xdge3	Ἀστεροπαῖος	NP	Ἀστεροπαῖος
xdge3	Ἀστερόπεια	NP	Ἀστερόπεια
xdge3	ἀστεροπή	subst	ἀστεροπή
xdge3	Ἀστερόπη	NP	Ἀστερόπη
xdge3	ἀστεροπής	adj	ἀστεροπής
xdge3	ἀστεροπητής	adj	ἀστεροπητής
xdge3	ἀστεροπληθής	adj	ἀστεροπληθής
xdge3	ἀστερόπληκτος	adj	ἀστερόπληκτος
xdge3	Ἀστέροπος	NP	Ἀστέροπος
xdge3	ἀστεροπρόσωπος	adj	ἀστεροπρόσωπος
xdge3	ἀστερόπυρσος	adj	ἀστερόπυρσος
xdge3	Ἄστερος	NP	Ἄστερος
xdge3	ἀστεροσκοπέω	v	ἀστεροσκοπέω
xdge3	ἀστεροσκοπία	subst	ἀστεροσκοπία
xdge3	ἀστεροσκοπικός	adj	ἀστεροσκοπικός
xdge3	ἀστεροσκόπος	adj	ἀστεροσκόπος
xdge3	Ἀστερουσία	NP	Ἀστερουσία
xdge3	Ἀστερουσιανοί	NP	Ἀστερουσιανοί
xdge3	ἀστεροφανεία	subst	ἀστεροφανεία
xdge3	ἀστεροφεγγής	adj	ἀστεροφεγγής
xdge3	ἀστερόφοιτος	adj	ἀστερόφοιτος
xdge3	ἀστερόω	v	ἀστερόω
xdge3	ἀστερώδης	adj	ἀστερώδης
xdge3	ἀστερωπός	adj	ἀστερωπός
xdge3	Ἀστερωπός	NP	Ἀστερωπός
xdge3	ἀστερωτός	adj	ἀστερωτός
xdge3	ἀστέφᾰνος	adj	ἀστέφᾰνος
xdge3	ἀστεφάνωτος	adj	ἀστεφάνωτος
xdge3	ἀστεφής	adj	ἀστεφής
xdge3	ἄστεφος	adj	ἄστεφος
xdge3	ἀστή	subst	ἀστή
xdge3	ἅστη	subst	ἅστη
xdge3	ἄστηθι	xr	ἄστηθι
xdge3	ἀστηλίτευτος	adj	ἀστηλίτευτος
xdge3	ἄστηλος	adj	ἄστηλος
xdge3	ἀστηνεῖ	v	ἀστηνεῖ·
xdge3	ἄστηνος	adj	ἄστηνος
xdge3	ἄστηρ	·	ἄστηρ·
xdge3	ἀστήρ	subst	ἀστήρ
xdge3	Ἀστήρ	NP	Ἀστήρ
xdge3	ἀστήρικτος	adj	ἀστήρικτος
xdge3	ᾀστής	subst	ᾀστής
xdge3	ἀστηταί	·	†ἀστηταί·
xdge3	ἀστιάγγας	·	ἀστιάγγας·
xdge3	ἁστιάριος	subst	ἁστιάριος
xdge3	Ἀστιβάρης	NP	Ἀστιβάρης
xdge3	ἀστῐβής	adj	ἀστῐβής
xdge3	ἀστίβητος	adj	ἀστίβητος
xdge3	ἄστῐβος	adj	ἄστῐβος
xdge3	Ἄστιγγοι	NP	Ἄστιγγοι
xdge3	ἀστιγής	adj	ἀστιγής
xdge3	Ἄστιγις	NP	Ἄστιγις
xdge3	Ἀστική	NP	Ἀστική
xdge3	ἀστικός	adj	ἀστικός
xdge3	ᾀστικός	subst	ᾀστικός
xdge3	ἄστικτος	adj	ἄστικτος
xdge3	ἁστίλιον	subst	ἁστίλιον
xdge3	ἄστινος	·	ἄστινος·
xdge3	ἀστιξία	subst	ἀστιξία
xdge3	ἀστιοπώλης	subst	ἀστιοπώλης
xdge3	ἄστιος	adj	ἄστιος
xdge3	ἀστίοχος	subst	ἀστίοχος
xdge3	ἄστιππος	·	ἄστιππος·
xdge3	ἄστιπτος	adj	ἄστιπτος
xdge3	Ἄστις	NP	Ἄστις
xdge3	ἀστισμός	subst	ἀστισμός
xdge3	ἀστίτης	subst	ἀστίτης
xdge3	ἀστιχάζει	v	ἀστιχάζει·
xdge3	ἀστλέγγιστος	adj	ἀστλέγγιστος
xdge3	ἄστλιγξ	subst	ἄστλιγξ
xdge3	ἀστλῶσα	adj	ἀστλῶσα
xdge3	Ἀστόα	NP	Ἀστόα
xdge3	ἄστοβος	·	ἄστοβος·
xdge3	ἀστοιχείωτος	adj	ἀστοιχείωτος
xdge3	ἄστοιχος	adj	ἄστοιχος
xdge3	ἀστόλιστος	adj	ἀστόλιστος
xdge3	ἀστολόγος	subst	ἀστολόγος
xdge3	ἄστολος	adj	ἄστολος
xdge3	Ἀστόλπας	NP	Ἀστόλπας
xdge3	ἀστομάχητος	adj	ἀστομάχητος
xdge3	ἀστόμιος	adj	ἀστόμιος
xdge3	Ἄστομοι	NP	Ἄστομοι
xdge3	ἄστομος	adj	ἄστομος
xdge3	ἀστόμωτος	adj	ἀστόμωτος
xdge3	ἀστονάχητος	adj	ἀστονάχητος
xdge3	ἄστονος	adj	ἄστονος
xdge3	ἀστόξενος	adj	ἀστόξενος
xdge3	ἀστόργης	adj	ἀστόργης
xdge3	ἀστοργία	subst	ἀστοργία
xdge3	ἄστοργος	adj	ἄστοργος
xdge3	ἀστορής	adj	ἀστορής
xdge3	ἀστόριον	·	ἀστόριον·
xdge3	ἀστός	subst	ἀστός
xdge3	ᾄστος	xr	ᾄστος
xdge3	Ἄστουρες	NP	Ἄστουρες
xdge3	Ἀστουρία	NP	Ἀστουρία
xdge3	Ἀστούρικα	NP	Ἀστούρικα
xdge3	Ἀστουρικανοί	xr	Ἀστουρικανοί
xdge3	ἀστόχαστος	adj	ἀστόχαστος
xdge3	ἀστοχέω	v	ἀστοχέω
xdge3	ἀστόχημα	subst	ἀστόχημα
xdge3	ἀστοχία	subst	ἀστοχία
xdge3	ἀστοχίζομαι	v	ἀστοχίζομαι
xdge3	ἄστοχος	adj	ἄστοχος
xdge3	Ἄστρα	NP	Ἄστρα
xdge3	Ἀστράβακος	NP	Ἀστράβακος
xdge3	ἀστραβαλίζω	v	ἀστραβαλίζω
xdge3	ἄστραβδα	adv	ἄστραβδα
xdge3	ἄστραβδα	2	ἀστραβδά
xdge3	ἀστραβεύω	v	ἀστραβεύω
xdge3	ἀστράβη	subst	ἀστράβη
xdge3	Ἀστράβη	NP	Ἀστράβη
xdge3	ἀστραβηλάτης	subst	ἀστραβηλάτης
xdge3	ἀστράβηλος	subst	ἀστράβηλος
xdge3	ἀστρᾰβής	adj	ἀστρᾰβής
xdge3	ἀστρᾰβίζω	v	ἀστρᾰβίζω
xdge3	ἀστραβιστήρ	xr	ἀστραβιστήρ
xdge3	ἀστραγάλειος	adj	ἀστραγάλειος
xdge3	ἀστρᾰγάλη	subst	ἀστρᾰγάλη
xdge3	ἀστρᾰγαλίζω	v	ἀστρᾰγαλίζω
xdge3	ἀστραγαλῖνος	subst	ἀστραγαλῖνος
xdge3	ἀστραγάλιον	subst	ἀστραγάλιον
xdge3	ἀστραγάλισις	subst	ἀστραγάλισις
xdge3	ἀστραγαλίσκος	subst	ἀστραγαλίσκος
xdge3	ἀστραγαλιστής	subst	ἀστραγαλιστής
xdge3	ἀστραγαλιστικός	adj	ἀστραγαλιστικός
xdge3	ἀστραγαλῖτις	subst	ἀστραγαλῖτις
xdge3	ἀστραγαλόμαντις	subst	ἀστραγαλόμαντις
xdge3	ἀστράγᾰλος	subst	ἀστράγᾰλος
xdge3	ἀστρᾰγᾰλώδης	adj	ἀστρᾰγᾰλώδης
xdge3	ἀστρᾰγᾰλωτός	adj	ἀστρᾰγᾰλωτός
xdge3	ἀστραγεύτως	adv	ἀστραγεύτως
xdge3	Ἀστράεις	NP	Ἀστράεις
xdge3	Ἀστραία	NP	Ἀστραία
xdge3	ἀστραῖος	adj	ἀστραῖος
xdge3	Ἀστραῖος	NP	Ἀστραῖος
xdge3	ἀστρακλεῖν	·	ἀστρακλεῖν·
xdge3	Ἀστραλία	NP	Ἀστραλία
xdge3	ἀστραλός	subst	ἀστραλός
xdge3	Ἀστράμψυχος	NP	Ἀστράμψυχος
xdge3	ἀστρᾰπαῖος	adj	ἀστρᾰπαῖος
xdge3	Ἀστραπάτας	NP	Ἀστραπάτας
xdge3	ἀστρᾰπή	subst	ἀστρᾰπή
xdge3	ἀστραπηβολέω	v	ἀστραπηβολέω
xdge3	ἀστραπηβόλος	adj	ἀστραπηβόλος
xdge3	ἀστραπηδόν	adv	ἀστραπηδόν
xdge3	ἀστραπητόκος	adj	ἀστραπητόκος
xdge3	ἀστρᾰπηφορέω	v	ἀστρᾰπηφορέω
xdge3	ἀστρᾰπηφόρος	adj	ἀστρᾰπηφόρος
xdge3	ἀστραποβροντοχαλαζορειθροδάμαστος	adj	ἀστραποβροντοχαλαζορειθροδάμαστος
xdge3	ἀστραποειδής	adj	ἀστραποειδής
xdge3	ἀστραπόμορφος	adj	ἀστραπόμορφος
xdge3	Ἀστραποποιός	NP	Ἀστραποποιός
xdge3	ἀστραπόφρικτος	adj	ἀστραπόφρικτος
xdge3	ἀστραπτικός	subst	ἀστραπτικός
xdge3	ἀστράπτω	v	ἀστράπτω
xdge3	ἀστράρχη	subst	ἀστράρχη
xdge3	Ἀστρασσός	NP	Ἀστρασσός
xdge3	ἀστρατεία	subst	ἀστρατεία
xdge3	ἀστράτειος	adj	ἀστράτειος
xdge3	ἀστρατευσία	subst	ἀστρατευσία
xdge3	ἀστράτευτος	adj	ἀστράτευτος
xdge3	ἀστρατηγησία	subst	ἀστρατηγησία
xdge3	ἀστρατήγητος	adj	ἀστρατήγητος
xdge3	ἀστρατηγία	subst	ἀστρατηγία
xdge3	ἀστρατηγικῶς	adv	ἀστρατηγικῶς
xdge3	ἀστραφής	adj	ἀστραφής
xdge3	ἀστραφιστήρ	subst	ἀστραφιστήρ
xdge3	ἄστραψις	subst	ἄστραψις
xdge3	ἀστρεκίας	·	ἀστρεκίας·
xdge3	ἀστρεπτεί	adv	ἀστρεπτεί
xdge3	ἄστρεπτος	adj	ἄστρεπτος
xdge3	Ἀστρεύς	NP	Ἀστρεύς
xdge3	ἀστρέφετη	xr	ἀστρέφετη
xdge3	ἀστρεφής	adj	ἀστρεφής
xdge3	Ἀστρηΐς	NP	Ἀστρηΐς
xdge3	ἀστρηνές	·	ἀστρηνές·
xdge3	ἄστρητα	subst	ἄστρητα
xdge3	ἀστρίζω	v	ἀστρίζω
xdge3	ἀστρικός	adj	ἀστρικός
xdge3	ἄστριον	subst	ἄστριον
xdge3	ἄστριος	subst	ἄστριος
xdge3	ἀστριότης	subst	ἀστριότης
xdge3	ἀστριότης	2	ἀστριώτης
xdge3	ἄστρις	subst	ἄστρις
xdge3	Ἀστρίς	NP	Ἀστρίς
xdge3	ἄστρῐχος	subst	ἄστρῐχος
xdge3	ἀστροάρχη	subst	ἀστροάρχη
xdge3	ἀστρόβακος	subst	ἀστρόβακος
xdge3	ἀστρόβιλον	·	ἀστρόβιλον·
xdge3	ἀστροβλέφᾰρος	adj	ἀστροβλέφᾰρος
xdge3	ἀστροβλής	adj	ἀστροβλής
xdge3	ἀστρόβλητος	adj	ἀστρόβλητος
xdge3	ἀστροβολέω	v	ἀστροβολέω
xdge3	ἀστροβολησία	subst	ἀστροβολησία
xdge3	ἀστροβόλητος	adj	ἀστροβόλητος
xdge3	ἀστροβολία	subst	ἀστροβολία
xdge3	ἀστρόβολος	adj	ἀστρόβολος
xdge3	ἀστρόβροντος	subst	ἀστρόβροντος
xdge3	ἀστρογείτων	adj	ἀστρογείτων
xdge3	ἀστροδάμας	adj	ἀστροδάμας
xdge3	ἀστροδίαιτος	adj	ἀστροδίαιτος
xdge3	ἀστροδίφης	subst	ἀστροδίφης
xdge3	ἀστροδώρητος	adj	ἀστροδώρητος
xdge3	ἀστροειδής	adj	ἀστροειδής
xdge3	ἀστροθεάμων	adj	ἀστροθεάμων
xdge3	ἀστροθεσία	subst	ἀστροθεσία
xdge3	ἀστροθέσις	subst	ἀστροθέσις
xdge3	ἀστροθετέω	v	ἀστροθετέω
xdge3	ἀστροθέτημα	subst	ἀστροθέτημα
xdge3	ἀστροθέτης	subst	ἀστροθέτης
xdge3	ἀστρόθετος	adj	ἀστρόθετος
xdge3	ἀστροθύτης	adj	ἀστροθύτης
xdge3	ἀστροκύων	subst	ἀστροκύων
xdge3	ἀστρολάβιον	subst	ἀστρολάβιον
xdge3	ἀστρολάβος	adj	ἀστρολάβος
xdge3	ἀστρολογέω	v	ἀστρολογέω
xdge3	ἀστρολόγημα	subst	ἀστρολόγημα
xdge3	ἀστρολογία	subst	ἀστρολογία
xdge3	ἀστρολογικός	adj	ἀστρολογικός
xdge3	ἀστρολογογεωμέτρης	subst	ἀστρολογογ[ε]ωμέτρης
xdge3	ἀστρολόγος	subst	ἀστρολόγος
xdge3	ἀστρομαντεία	subst	ἀστρομαντεία
xdge3	ἀστρομαντική	subst	ἀστρομαντική
xdge3	ἀστρόμαντις	subst	ἀστρόμαντις
xdge3	ἄστρον	subst	ἄστρον
xdge3	Ἄστρον	NP	Ἄστρον
xdge3	Ἀστρονόη	NP	Ἀστρονόη
xdge3	ἀστρονομέω	v	ἀστρονομέω
xdge3	ἀστρονόμημα	subst	ἀστρονόμημα
xdge3	ἀστρονομία	subst	ἀστρονομία
xdge3	ἀστρονομικός	adj	ἀστρονομικός
xdge3	ἀστρονόμος	subst	ἀστρονόμος
xdge3	ἀστρόπληγος	adj	ἀστρόπληγος
